province,date_recovered,recovered
New Brunswick,2/2/2021,30
New Brunswick,3/2/2021,17
New Brunswick,4/2/2021,24
New Brunswick,5/2/2021,35
New Brunswick,6/2/2021,17
New Brunswick,7/2/2021,25
New Brunswick,8/2/2021,23
New Brunswick,9/2/2021,13
New Brunswick,10/2/2021,22
New Brunswick,11/2/2021,15
New Brunswick,12/2/2021,10
New Brunswick,13-02-2021,12
New Brunswick,14-02-2021,12
New Brunswick,15-02-2021,10
New Brunswick,16-02-2021,12
New Brunswick,17-02-2021,15
New Brunswick,18-02-2021,11
New Brunswick,19-02-2021,12
New Brunswick,20-02-2021,21
New Brunswick,21-02-2021,3
New Brunswick,22-02-2021,2
New Brunswick,23-02-2021,9
New Brunswick,24-02-2021,13
New Brunswick,25-02-2021,16
New Brunswick,26-02-2021,9
New Brunswick,27-02-2021,2
New Brunswick,28-02-2021,2
New Brunswick,1/3/2021,3
New Brunswick,2/3/2021,3
New Brunswick,3/3/2021,2
New Brunswick,4/3/2021,6
New Brunswick,5/3/2021,7
New Brunswick,6/3/2021,4
New Brunswick,7/3/2021,2
New Brunswick,8/3/2021,4
New Brunswick,9/3/2021,0
New Brunswick,10/3/2021,1
New Brunswick,11/3/2021,2
New Brunswick,12/3/2021,3
New Brunswick,13-03-2021,0
New Brunswick,14-03-2021,1
New Brunswick,15-03-2021,2
New Brunswick,16-03-2021,0
New Brunswick,17-03-2021,0
New Brunswick,18-03-2021,1
New Brunswick,19-03-2021,2
New Brunswick,20-03-2021,2
New Brunswick,21-03-2021,1
New Brunswick,22-03-2021,2
New Brunswick,23-03-2021,6
New Brunswick,24-03-2021,5
New Brunswick,25-03-2021,3
New Brunswick,26-03-2021,3
New Brunswick,27-03-2021,1
New Brunswick,28-03-2021,2
New Brunswick,29-03-2021,5
New Brunswick,30-03-2021,7
New Brunswick,31-03-2021,3
New Brunswick,1/4/2021,4
New Brunswick,2/4/2021,3
New Brunswick,3/4/2021,3
New Brunswick,4/4/2021,2
New Brunswick,5/4/2021,4
New Brunswick,6/4/2021,9
New Brunswick,7/4/2021,12
New Brunswick,8/4/2021,24
New Brunswick,9/4/2021,13
New Brunswick,10/4/2021,10
New Brunswick,11/4/2021,9
New Brunswick,12/4/2021,13
New Brunswick,13-04-2021,17
New Brunswick,14-04-2021,7
New Brunswick,15-04-2021,9
New Brunswick,16-04-2021,6
New Brunswick,17-04-2021,2
New Brunswick,18-04-2021,7
New Brunswick,19-04-2021,4
New Brunswick,20-04-2021,19
New Brunswick,21-04-2021,7
New Brunswick,22-04-2021,11
New Brunswick,23-04-2021,14
New Brunswick,24-04-2021,19
New Brunswick,25-04-2021,10
New Brunswick,26-04-2021,15
New Brunswick,27-04-2021,0
New Brunswick,28-04-2021,31
New Brunswick,29-04-2021,14
New Brunswick,30-04-2021,6
New Brunswick,1/5/2021,4
New Brunswick,2/5/2021,10
New Brunswick,3/5/2021,8
New Brunswick,4/5/2021,5
New Brunswick,5/5/2021,6
New Brunswick,6/5/2021,13
New Brunswick,7/5/2021,10
New Brunswick,8/5/2021,6
New Brunswick,9/5/2021,6
New Brunswick,10/5/2021,3
New Brunswick,11/5/2021,15
New Brunswick,12/5/2021,22
New Brunswick,13-05-2021,12
New Brunswick,14-05-2021,16
New Brunswick,15-05-2021,10
New Brunswick,16-05-2021,8
New Brunswick,17-05-2021,8
New Brunswick,18-05-2021,6
New Brunswick,19-05-2021,12
New Brunswick,20-05-2021,6
New Brunswick,21-05-2021,5
New Brunswick,22-05-2021,7
New Brunswick,23-05-2021,8
New Brunswick,24-05-2021,9
New Brunswick,25-05-2021,9
New Brunswick,26-05-2021,10
New Brunswick,27-05-2021,6
New Brunswick,28-05-2021,7
New Brunswick,29-05-2021,6
New Brunswick,30-05-2021,9
New Brunswick,31-05-2021,9
New Brunswick,1/6/2021,7
New Brunswick,2/6/2021,14
New Brunswick,3/6/2021,9
New Brunswick,4/6/2021,9
New Brunswick,5/6/2021,7
New Brunswick,6/6/2021,19
New Brunswick,7/6/2021,23
New Brunswick,8/6/2021,13
New Brunswick,9/6/2021,7
New Brunswick,10/6/2021,7
New Brunswick,11/6/2021,5
New Brunswick,12/6/2021,10
New Brunswick,13-06-2021,3
New Brunswick,14-06-2021,8
New Brunswick,15-06-2021,8
New Brunswick,16-06-2021,30
New Brunswick,17-06-2021,1
New Brunswick,18-06-2021,9
New Brunswick,19-06-2021,4
New Brunswick,20-06-2021,1
New Brunswick,21-06-2021,2
New Brunswick,22-06-2021,6
New Brunswick,23-06-2021,7
New Brunswick,24-06-2021,5
New Brunswick,25-06-2021,3
New Brunswick,26-06-2021,6
New Brunswick,27-06-2021,9
New Brunswick,28-06-2021,0
New Brunswick,29-06-2021,4
New Brunswick,30-06-2021,4
New Brunswick,1/7/2021,0
New Brunswick,2/7/2021,3
New Brunswick,3/7/2021,3
New Brunswick,4/7/2021,1
New Brunswick,5/7/2021,4
New Brunswick,6/7/2021,1
New Brunswick,7/7/2021,5
New Brunswick,8/7/2021,1
New Brunswick,9/7/2021,2
New Brunswick,10/7/2021,1
New Brunswick,11/7/2021,0
New Brunswick,12/7/2021,1
New Brunswick,13-07-2021,1
New Brunswick,14-07-2021,2
New Brunswick,15-07-2021,1
New Brunswick,16-07-2021,2
New Brunswick,17-07-2021,0
New Brunswick,18-07-2021,0
New Brunswick,19-07-2021,1
New Brunswick,20-07-2021,1
New Brunswick,21-07-2021,0
New Brunswick,22-07-2021,0
New Brunswick,23-07-2021,1
New Brunswick,24-07-2021,0
New Brunswick,25-07-2021,4
New Brunswick,26-07-2021,1
New Brunswick,27-07-2021,0
New Brunswick,28-07-2021,1
New Brunswick,29-07-2021,0
New Brunswick,30-07-2021,0
New Brunswick,31-07-2021,0
New Brunswick,1/8/2021,0
New Brunswick,2/8/2021,0
New Brunswick,3/8/2021,4
New Brunswick,4/8/2021,5
New Brunswick,5/8/2021,3
New Brunswick,6/8/2021,1
New Brunswick,7/8/2021,0
New Brunswick,8/8/2021,0
New Brunswick,9/8/2021,14
New Brunswick,10/8/2021,10
New Brunswick,11/8/2021,6
New Brunswick,12/8/2021,14
New Brunswick,13-08-2021,3
New Brunswick,14-08-2021,0
New Brunswick,15-08-2021,0
New Brunswick,16-08-2021,19
New Brunswick,17-08-2021,8
New Brunswick,18-08-2021,11
New Brunswick,19-08-2021,6
New Brunswick,20-08-2021,12
New Brunswick,21-08-2021,0
New Brunswick,22-08-2021,0
New Brunswick,23-08-2021,37
New Brunswick,24-08-2021,21
New Brunswick,25-08-2021,13
New Brunswick,26-08-2021,15
New Brunswick,27-08-2021,13
New Brunswick,28-08-2021,0
New Brunswick,29-08-2021,0
New Brunswick,30-08-2021,39
New Brunswick,31-08-2021,26
New Brunswick,1/9/2021,21
New Brunswick,2/9/2021,16
New Brunswick,3/9/2021,9
New Brunswick,4/9/2021,0
New Brunswick,5/9/2021,0
New Brunswick,6/9/2021,0
New Brunswick,7/9/2021,54
New Brunswick,8/9/2021,29
New Brunswick,9/9/2021,8
New Brunswick,10/9/2021,9
New Brunswick,11/9/2021,0
New Brunswick,12/9/2021,0
New Brunswick,13-09-2021,29
New Brunswick,14-09-2021,20
New Brunswick,15-09-2021,13
New Brunswick,16-09-2021,8
New Brunswick,17-09-2021,23
New Brunswick,18-09-2021,0
New Brunswick,19-09-2021,0
New Brunswick,20-09-2021,85
New Brunswick,21-09-2021,40
New Brunswick,22-09-2021,27
New Brunswick,23-09-2021,35
New Brunswick,24-09-2021,76
New Brunswick,25-09-2021,53
New Brunswick,26-09-2021,33
New Brunswick,27-09-2021,64
New Brunswick,28-09-2021,84
New Brunswick,29-09-2021,58
New Brunswick,30-09-2021,64
New Brunswick,1/10/2021,97
New Brunswick,2/10/2021,49
New Brunswick,3/10/2021,96
New Brunswick,4/10/2021,65
New Brunswick,5/10/2021,74
New Brunswick,6/10/2021,77
New Brunswick,7/10/2021,66
New Brunswick,8/10/2021,72
New Brunswick,9/10/2021,52
New Brunswick,10/10/2021,38
New Brunswick,11/10/2021,22
New Brunswick,12/10/2021,54
New Brunswick,13-10-2021,95
New Brunswick,14-10-2021,102
New Brunswick,15-10-2021,124
New Brunswick,16-10-2021,130
New Brunswick,17-10-2021,117
New Brunswick,18-10-2021,138
New Brunswick,19-10-2021,122
New Brunswick,20-10-2021,77
New Brunswick,21-10-2021,63
New Brunswick,22-10-2021,67
New Brunswick,23-10-2021,81
New Brunswick,24-10-2021,112
New Brunswick,25-10-2021,57
New Brunswick,26-10-2021,89
New Brunswick,27-10-2021,44
New Brunswick,28-10-2021,51
New Brunswick,29-10-2021,41
New Brunswick,30-10-2021,36
New Brunswick,31-10-2021,69
New Brunswick,1/11/2021,38
New Brunswick,2/11/2021,75
New Brunswick,3/11/2021,71
New Brunswick,4/11/2021,32
New Brunswick,5/11/2021,37
New Brunswick,6/11/2021,51
New Brunswick,7/11/2021,56
New Brunswick,8/11/2021,13
New Brunswick,9/11/2021,34
New Brunswick,10/11/2021,43
New Brunswick,11/11/2021,38
New Brunswick,12/11/2021,65
New Brunswick,13-11-2021,89
New Brunswick,14-11-2021,81
New Brunswick,15-11-2021,49
New Brunswick,16-11-2021,43
New Brunswick,17-11-2021,33
New Brunswick,18-11-2021,71
New Brunswick,19-11-2021,49
New Brunswick,20-11-2021,81
New Brunswick,21-11-2021,43
New Brunswick,22-11-2021,55
New Brunswick,23-11-2021,56
New Brunswick,24-11-2021,60
New Brunswick,25-11-2021,44
New Brunswick,26-11-2021,55
New Brunswick,27-11-2021,79
New Brunswick,28-11-2021,45
New Brunswick,29-11-2021,132
New Brunswick,30-11-2021,93
New Brunswick,1/12/2021,81
New Brunswick,2/12/2021,78
New Brunswick,3/12/2021,75
New Brunswick,4/12/2021,66
New Brunswick,5/12/2021,87
New Brunswick,6/12/2021,60
New Brunswick,7/12/2021,77
New Brunswick,8/12/2021,82
New Brunswick,9/12/2021,61
New Brunswick,10/12/2021,63
New Brunswick,11/12/2021,92
New Brunswick,12/12/2021,96
New Brunswick,13-12-2021,69
New Brunswick,14-12-2021,104
New Brunswick,15-12-2021,70
New Brunswick,16-12-2021,81
New Brunswick,17-12-2021,143
New Brunswick,18-12-2021,154
New Brunswick,19-12-2021,82
New Brunswick,20-12-2021,107
New Brunswick,21-12-2021,157
New Brunswick,22-12-2021,98
New Brunswick,23-12-2021,98
New Brunswick,24-12-2021,174
New Brunswick,25-12-2021,0
New Brunswick,26-12-2021,0
New Brunswick,27-12-2021,438
New Brunswick,28-12-2021,139
New Brunswick,29-12-2021,121
New Brunswick,30-12-2021,111
New Brunswick,31-12-2021,190
New Brunswick,1/1/2022,0
New Brunswick,2/1/2022,0
New Brunswick,3/1/2022,435
New Brunswick,4/1/2022,73
New Brunswick,5/1/2022,65
New Brunswick,6/1/2022,227
New Brunswick,7/1/2022,548
New Brunswick,8/1/2022,80
New Brunswick,9/1/2022,165
New Brunswick,10/1/2022,485
New Brunswick,11/1/2022,511
New Brunswick,12/1/2022,647
New Brunswick,13-01-2022,745
New Brunswick,14-01-2022,822
New Brunswick,15-01-2022,995
New Brunswick,16-01-2022,737
New Brunswick,17-01-2022,754
New Brunswick,18-01-2022,673
New Brunswick,19-01-2022,766
New Brunswick,20-01-2022,392
New Brunswick,21-01-2022,184
New Brunswick,22-01-2022,247
New Brunswick,23-01-2022,213
New Brunswick,24-01-2022,285
New Brunswick,25-01-2022,337
New Brunswick,26-01-2022,557
New Brunswick,27-01-2022,347
New Brunswick,28-01-2022,336
New Brunswick,29-01-2022,424
New Brunswick,30-01-2022,192
New Brunswick,31-01-2022,783
New Brunswick,1/2/2022,656
New Brunswick,2/2/2022,414
New Brunswick,3/2/2022,766
New Brunswick,4/2/2022,496
New Brunswick,5/2/2022,319
New Brunswick,6/2/2022,486
New Brunswick,7/2/2022,357
New Brunswick,8/2/2022,348
New Brunswick,9/2/2022,359
New Brunswick,10/2/2022,267
New Brunswick,11/2/2022,157
New Brunswick,12/2/2022,211
New Brunswick,13-02-2022,371
New Brunswick,14-02-2022,396
New Brunswick,15-02-2022,391
New Brunswick,16-02-2022,289
New Brunswick,17-02-2022,141
New Brunswick,18-02-2022,260
New Brunswick,19-02-2022,0
New Brunswick,20-02-2022,0
New Brunswick,21-02-2022,0
New Brunswick,22-02-2022,1267
New Brunswick,23-02-2022,304
New Brunswick,24-02-2022,266
New Brunswick,25-02-2022,409
New Brunswick,26-02-2022,0
New Brunswick,27-02-2022,0
New Brunswick,28-02-2022,900
New Brunswick,1/3/2022,253
New Brunswick,2/3/2022,327
New Brunswick,3/3/2022,305
New Brunswick,4/3/2022,215
New Brunswick,5/3/2022,0
New Brunswick,6/3/2022,0
New Brunswick,7/3/2022,962
New Brunswick,8/3/2022,382
New Brunswick,9/3/2022,404
New Brunswick,10/3/2022,346
New Brunswick,11/3/2022,310
New Brunswick,12/3/2022,0
New Brunswick,13-03-2022,0
New Brunswick,14-03-2022,0
NL,12/2/2020,0
NL,13-02-2020,0
NL,14-02-2020,0
NL,15-02-2020,0
NL,16-02-2020,0
NL,17-02-2020,0
NL,18-02-2020,0
NL,19-02-2020,0
NL,20-02-2020,0
NL,21-02-2020,0
NL,22-02-2020,0
NL,23-02-2020,0
NL,24-02-2020,0
NL,25-02-2020,0
NL,26-02-2020,0
NL,27-02-2020,0
NL,28-02-2020,0
NL,29-02-2020,0
NL,1/3/2020,0
NL,2/3/2020,0
NL,3/3/2020,0
NL,4/3/2020,0
NL,5/3/2020,0
NL,6/3/2020,0
NL,7/3/2020,0
NL,8/3/2020,0
NL,9/3/2020,0
NL,10/3/2020,0
NL,11/3/2020,0
NL,12/3/2020,0
NL,13-03-2020,0
NL,14-03-2020,0
NL,15-03-2020,0
NL,16-03-2020,0
NL,17-03-2020,0
NL,18-03-2020,0
NL,19-03-2020,0
NL,20-03-2020,0
NL,21-03-2020,0
NL,22-03-2020,0
NL,23-03-2020,0
NL,24-03-2020,0
NL,25-03-2020,0
NL,26-03-2020,0
NL,27-03-2020,1
NL,28-03-2020,3
NL,29-03-2020,0
NL,30-03-2020,3
NL,31-03-2020,0
NL,1/4/2020,3
NL,2/4/2020,0
NL,3/4/2020,1
NL,4/4/2020,7
NL,5/4/2020,10
NL,6/4/2020,4
NL,7/4/2020,17
NL,8/4/2020,25
NL,9/4/2020,22
NL,10/4/2020,7
NL,11/4/2020,17
NL,12/4/2020,9
NL,13-04-2020,4
NL,14-04-2020,16
NL,15-04-2020,10
NL,16-04-2020,11
NL,17-04-2020,6
NL,18-04-2020,13
NL,19-04-2020,2
NL,20-04-2020,0
NL,21-04-2020,3
NL,22-04-2020,5
NL,23-04-2020,6
NL,24-04-2020,2
NL,25-04-2020,1
NL,26-04-2020,11
NL,27-04-2020,2
NL,28-04-2020,1
NL,29-04-2020,3
NL,30-04-2020,0
NL,1/5/2020,5
NL,2/5/2020,1
NL,3/5/2020,1
NL,4/5/2020,1
NL,5/5/2020,8
NL,6/5/2020,3
NL,7/5/2020,0
NL,8/5/2020,0
NL,9/5/2020,0
NL,10/5/2020,0
NL,11/5/2020,0
NL,12/5/2020,3
NL,13-05-2020,0
NL,14-05-2020,1
NL,15-05-2020,0
NL,16-05-2020,1
NL,17-05-2020,0
NL,18-05-2020,0
NL,19-05-2020,1
NL,20-05-2020,3
NL,21-05-2020,0
NL,22-05-2020,0
NL,23-05-2020,1
NL,24-05-2020,0
NL,25-05-2020,0
NL,26-05-2020,1
NL,27-05-2020,0
NL,28-05-2020,0
NL,29-05-2020,0
NL,30-05-2020,0
NL,31-05-2020,0
NL,1/6/2020,0
NL,2/6/2020,1
NL,3/6/2020,0
NL,4/6/2020,0
NL,5/6/2020,0
NL,6/6/2020,0
NL,7/6/2020,0
NL,8/6/2020,0
NL,9/6/2020,0
NL,10/6/2020,0
NL,11/6/2020,0
NL,12/6/2020,0
NL,13-06-2020,0
NL,14-06-2020,0
NL,15-06-2020,1
NL,16-06-2020,0
NL,17-06-2020,0
NL,18-06-2020,1
NL,19-06-2020,0
NL,20-06-2020,0
NL,21-06-2020,0
NL,22-06-2020,0
NL,23-06-2020,0
NL,24-06-2020,0
NL,25-06-2020,0
NL,26-06-2020,0
NL,27-06-2020,0
NL,28-06-2020,0
NL,29-06-2020,0
NL,30-06-2020,0
NL,1/7/2020,0
NL,2/7/2020,0
NL,3/7/2020,0
NL,4/7/2020,0
NL,5/7/2020,0
NL,6/7/2020,0
NL,7/7/2020,0
NL,8/7/2020,0
NL,9/7/2020,0
NL,10/7/2020,0
NL,11/7/2020,0
NL,12/7/2020,0
NL,13-07-2020,0
NL,14-07-2020,0
NL,15-07-2020,0
NL,16-07-2020,0
NL,17-07-2020,1
NL,18-07-2020,0
NL,19-07-2020,0
NL,20-07-2020,0
NL,21-07-2020,0
NL,22-07-2020,0
NL,23-07-2020,0
NL,24-07-2020,0
NL,25-07-2020,0
NL,26-07-2020,0
NL,27-07-2020,0
NL,28-07-2020,0
NL,29-07-2020,0
NL,30-07-2020,0
NL,31-07-2020,0
NL,1/8/2020,0
NL,2/8/2020,0
NL,3/8/2020,0
NL,4/8/2020,1
NL,5/8/2020,3
NL,6/8/2020,0
NL,7/8/2020,0
NL,8/8/2020,0
NL,9/8/2020,0
NL,10/8/2020,0
NL,11/8/2020,0
NL,12/8/2020,0
NL,13-08-2020,0
NL,14-08-2020,0
NL,15-08-2020,0
NL,16-08-2020,0
NL,17-08-2020,0
NL,18-08-2020,0
NL,19-08-2020,0
NL,20-08-2020,0
NL,21-08-2020,2
NL,22-08-2020,0
NL,23-08-2020,0
NL,24-08-2020,0
NL,25-08-2020,0
NL,26-08-2020,0
NL,27-08-2020,0
NL,28-08-2020,0
NL,29-08-2020,0
NL,30-08-2020,0
NL,31-08-2020,0
NL,1/9/2020,0
NL,2/9/2020,0
NL,3/9/2020,0
NL,4/9/2020,0
NL,5/9/2020,0
NL,6/9/2020,0
NL,7/9/2020,0
NL,8/9/2020,0
NL,9/9/2020,1
NL,10/9/2020,0
NL,11/9/2020,0
NL,12/9/2020,0
NL,13-09-2020,0
NL,14-09-2020,0
NL,15-09-2020,0
NL,16-09-2020,1
NL,17-09-2020,0
NL,18-09-2020,0
NL,19-09-2020,0
NL,20-09-2020,1
NL,21-09-2020,0
NL,22-09-2020,0
NL,23-09-2020,0
NL,24-09-2020,0
NL,25-09-2020,0
NL,26-09-2020,0
NL,27-09-2020,0
NL,28-09-2020,0
NL,29-09-2020,0
NL,30-09-2020,1
NL,1/10/2020,0
NL,2/10/2020,0
NL,3/10/2020,0
NL,4/10/2020,0
NL,5/10/2020,0
NL,6/10/2020,0
NL,7/10/2020,0
NL,8/10/2020,0
NL,9/10/2020,0
NL,10/10/2020,0
NL,11/10/2020,0
NL,12/10/2020,1
NL,13-10-2020,1
NL,14-10-2020,0
NL,15-10-2020,0
NL,16-10-2020,0
NL,17-10-2020,1
NL,18-10-2020,0
NL,19-10-2020,0
NL,20-10-2020,0
NL,21-10-2020,2
NL,22-10-2020,1
NL,23-10-2020,0
NL,24-10-2020,0
NL,25-10-2020,0
NL,26-10-2020,7
NL,27-10-2020,1
NL,28-10-2020,0
NL,29-10-2020,0
NL,30-10-2020,1
NL,31-10-2020,0
NL,1/11/2020,0
NL,2/11/2020,0
NL,3/11/2020,0
NL,4/11/2020,1
NL,5/11/2020,0
NL,6/11/2020,0
NL,7/11/2020,1
NL,8/11/2020,0
NL,9/11/2020,0
NL,10/11/2020,0
NL,11/11/2020,1
NL,12/11/2020,0
NL,13-11-2020,2
NL,14-11-2020,0
NL,15-11-2020,0
NL,16-11-2020,0
NL,17-11-2020,3
NL,18-11-2020,2
NL,19-11-2020,0
NL,20-11-2020,0
NL,21-11-2020,0
NL,22-11-2020,0
NL,23-11-2020,0
NL,24-11-2020,1
NL,25-11-2020,0
NL,26-11-2020,0
NL,27-11-2020,1
NL,28-11-2020,1
NL,29-11-2020,0
NL,30-11-2020,1
NL,1/12/2020,4
NL,2/12/2020,4
NL,3/12/2020,1
NL,4/12/2020,5
NL,5/12/2020,5
NL,6/12/2020,0
NL,7/12/2020,2
NL,8/12/2020,1
NL,9/12/2020,9
NL,10/12/2020,1
NL,11/12/2020,1
NL,12/12/2020,0
NL,13-12-2020,1
NL,14-12-2020,0
NL,15-12-2020,3
NL,16-12-2020,2
NL,17-12-2020,2
NL,18-12-2020,2
NL,19-12-2020,1
NL,20-12-2020,2
NL,21-12-2020,3
NL,22-12-2020,0
NL,23-12-2020,7
NL,24-12-2020,2
NL,25-12-2020,0
NL,26-12-2020,0
NL,27-12-2020,3
NL,28-12-2020,4
NL,29-12-2020,1
NL,30-12-2020,1
NL,31-12-2020,1
NL,1/1/2021,0
NL,2/1/2021,6
NL,3/1/2021,2
NL,4/1/2021,0
NL,5/1/2021,0
NL,6/1/2021,2
NL,7/1/2021,0
NL,8/1/2021,0
NL,9/1/2021,5
NL,10/1/2021,0
NL,11/1/2021,0
NL,12/1/2021,1
NL,13-01-2021,1
NL,14-01-2021,0
NL,15-01-2021,0
NL,16-01-2021,0
NL,17-01-2021,0
NL,18-01-2021,0
NL,19-01-2021,1
NL,20-01-2021,0
NL,21-01-2021,0
NL,22-01-2021,0
NL,23-01-2021,2
NL,24-01-2021,0
NL,25-01-2021,0
NL,26-01-2021,2
NL,27-01-2021,0
NL,28-01-2021,0
NL,29-01-2021,0
NL,30-01-2021,0
NL,31-01-2021,0
NL,1/2/2021,0
NL,2/2/2021,0
NL,3/2/2021,1
NL,4/2/2021,1
NL,5/2/2021,1
NL,6/2/2021,0
NL,7/2/2021,2
NL,8/2/2021,0
NL,9/2/2021,0
NL,10/2/2021,0
NL,11/2/2021,0
NL,12/2/2021,0
NL,13-02-2021,1
NL,14-02-2021,0
NL,15-02-2021,5
NL,16-02-2021,8
NL,17-02-2021,3
NL,18-02-2021,6
NL,19-02-2021,23
NL,20-02-2021,21
NL,21-02-2021,29
NL,22-02-2021,37
NL,23-02-2021,50
NL,24-02-2021,34
NL,25-02-2021,20
NL,26-02-2021,52
NL,27-02-2021,19
NL,28-02-2021,15
NL,1/3/2021,27
NL,2/3/2021,38
NL,3/3/2021,57
NL,4/3/2021,33
NL,5/3/2021,9
NL,6/3/2021,28
NL,7/3/2021,1
NL,8/3/2021,6
NL,9/3/2021,5
NL,10/3/2021,6
NL,11/3/2021,7
NL,12/3/2021,12
NL,13-03-2021,4
NL,14-03-2021,1
NL,15-03-2021,2
NL,16-03-2021,6
NL,17-03-2021,9
NL,18-03-2021,3
NL,19-03-2021,8
NL,20-03-2021,21
NL,21-03-2021,0
NL,22-03-2021,1
NL,23-03-2021,2
NL,24-03-2021,0
NL,25-03-2021,2
NL,26-03-2021,0
NL,27-03-2021,0
NL,28-03-2021,0
NL,29-03-2021,0
NL,30-03-2021,0
NL,31-03-2021,2
NL,1/4/2021,0
NL,2/4/2021,0
NL,3/4/2021,0
NL,4/4/2021,0
NL,5/4/2021,0
NL,6/4/2021,1
NL,7/4/2021,0
NL,8/4/2021,0
NL,9/4/2021,0
NL,10/4/2021,2
NL,11/4/2021,0
NL,12/4/2021,1
NL,13-04-2021,0
NL,14-04-2021,0
NL,15-04-2021,1
NL,16-04-2021,0
NL,17-04-2021,0
NL,18-04-2021,0
NL,19-04-2021,0
NL,20-04-2021,0
NL,21-04-2021,1
NL,22-04-2021,4
NL,23-04-2021,4
NL,24-04-2021,3
NL,25-04-2021,0
NL,26-04-2021,1
NL,27-04-2021,4
NL,28-04-2021,1
NL,29-04-2021,2
NL,30-04-2021,2
NL,1/5/2021,5
NL,2/5/2021,0
NL,3/5/2021,0
NL,4/5/2021,4
NL,5/5/2021,4
NL,6/5/2021,6
NL,7/5/2021,2
NL,8/5/2021,2
NL,9/5/2021,5
NL,10/5/2021,3
NL,11/5/2021,5
NL,12/5/2021,6
NL,13-05-2021,6
NL,14-05-2021,2
NL,15-05-2021,13
NL,16-05-2021,2
NL,17-05-2021,2
NL,18-05-2021,16
NL,19-05-2021,8
NL,20-05-2021,10
NL,21-05-2021,12
NL,22-05-2021,9
NL,23-05-2021,1
NL,24-05-2021,3
NL,25-05-2021,7
NL,26-05-2021,4
NL,27-05-2021,10
NL,28-05-2021,7
NL,29-05-2021,5
NL,30-05-2021,3
NL,31-05-2021,5
NL,1/6/2021,17
NL,2/6/2021,17
NL,3/6/2021,6
NL,4/6/2021,12
NL,5/6/2021,14
NL,6/6/2021,8
NL,7/6/2021,0
NL,8/6/2021,10
NL,9/6/2021,12
NL,10/6/2021,7
NL,11/6/2021,0
NL,12/6/2021,20
NL,13-06-2021,6
NL,14-06-2021,0
NL,15-06-2021,0
NL,16-06-2021,7
NL,17-06-2021,4
NL,18-06-2021,10
NL,19-06-2021,0
NL,20-06-2021,0
NL,21-06-2021,0
NL,22-06-2021,10
NL,23-06-2021,0
NL,24-06-2021,6
NL,25-06-2021,0
NL,26-06-2021,0
NL,27-06-2021,0
NL,28-06-2021,2
NL,29-06-2021,1
NL,30-06-2021,1
NL,1/7/2021,0
NL,2/7/2021,2
NL,3/7/2021,0
NL,4/7/2021,0
NL,5/7/2021,0
NL,6/7/2021,1
NL,7/7/2021,2
NL,8/7/2021,0
NL,9/7/2021,0
NL,10/7/2021,0
NL,11/7/2021,0
NL,12/7/2021,0
NL,13-07-2021,1
NL,14-07-2021,0
NL,15-07-2021,0
NL,16-07-2021,0
NL,17-07-2021,0
NL,18-07-2021,0
NL,19-07-2021,0
NL,20-07-2021,1
NL,21-07-2021,0
NL,22-07-2021,0
NL,23-07-2021,14
NL,24-07-2021,0
NL,25-07-2021,0
NL,26-07-2021,0
NL,27-07-2021,0
NL,28-07-2021,30
NL,29-07-2021,0
NL,30-07-2021,0
NL,31-07-2021,0
NL,1/8/2021,0
NL,2/8/2021,0
NL,3/8/2021,0
NL,4/8/2021,0
NL,5/8/2021,0
NL,6/8/2021,1
NL,7/8/2021,0
NL,8/8/2021,0
NL,9/8/2021,1
NL,10/8/2021,0
NL,11/8/2021,1
NL,12/8/2021,0
NL,13-08-2021,2
NL,14-08-2021,0
NL,15-08-2021,0
NL,16-08-2021,1
NL,17-08-2021,0
NL,18-08-2021,3
NL,19-08-2021,0
NL,20-08-2021,0
NL,21-08-2021,0
NL,22-08-2021,0
NL,23-08-2021,1
NL,24-08-2021,0
NL,25-08-2021,4
NL,26-08-2021,0
NL,27-08-2021,6
NL,28-08-2021,0
NL,29-08-2021,0
NL,30-08-2021,2
NL,31-08-2021,0
NL,1/9/2021,2
NL,2/9/2021,0
NL,3/9/2021,3
NL,4/9/2021,0
NL,5/9/2021,0
NL,6/9/2021,11
NL,7/9/2021,3
NL,8/9/2021,4
NL,9/9/2021,0
NL,10/9/2021,7
NL,11/9/2021,0
NL,12/9/2021,0
NL,13-09-2021,14
NL,14-09-2021,0
NL,15-09-2021,1
NL,16-09-2021,0
NL,17-09-2021,15
NL,18-09-2021,0
NL,19-09-2021,0
NL,20-09-2021,7
NL,21-09-2021,5
NL,22-09-2021,3
NL,23-09-2021,0
NL,24-09-2021,13
NL,25-09-2021,7
NL,26-09-2021,6
NL,27-09-2021,3
NL,28-09-2021,10
NL,29-09-2021,11
NL,30-09-2021,0
NL,1/10/2021,23
NL,2/10/2021,19
NL,3/10/2021,28
NL,4/10/2021,4
NL,5/10/2021,12
NL,6/10/2021,30
NL,7/10/2021,21
NL,8/10/2021,13
NL,9/10/2021,0
NL,10/10/2021,0
NL,11/10/2021,0
NL,12/10/2021,62
NL,13-10-2021,11
NL,14-10-2021,6
NL,15-10-2021,11
NL,16-10-2021,0
NL,17-10-2021,0
NL,18-10-2021,12
NL,19-10-2021,0
NL,20-10-2021,10
NL,21-10-2021,0
NL,22-10-2021,14
NL,23-10-2021,0
NL,24-10-2021,0
NL,25-10-2021,8
NL,26-10-2021,0
NL,27-10-2021,8
